亜鉛	aen	zinc
余沢	yotaku	blessings
卓球	takkyuu	table tennis
卓越	takuetu	preeminence
卓上	takuzyoo	desktop
卓抜	takubatu	excellence
卓抜	takubatu	excellence
卓見	takken	clearsightedness
卓袱	sippoku	Chinese-style low dining table
卓絶	takuzetu	excellence
卓説	takusetu	excellent opinion
卓論	takuron	sound argument
食卓	syokutaku	dining table
円卓	entaku	round table
電卓	dentaku	calculator
教卓	kyootaku	teacher's desk
拓本	takuhon	rubbed copy
拓殖	takusyoku	colonization
開拓	kaitaku	reclamation
干拓	kantaku	land reclamation
魚拓	gyotaku	fish print
託児	takuzi	childcare
託送	takusoo	consignment
託宣	takusen	oracle
信託	sintaku	trust
委託	itaku	to a firm
受託	zyutaku	being entrusted with
付託	hutaku	committal
嘱託	syokutaku	commission
屈託	kuttaku	worry
請託	seitaku	solicitation
寄託	kitaku	deposit
預託	yotaku	depositing
供託	kyootaku	deposit
負託	hutaku	with responsibility
結託	kettaku	conspiracy
神託	sintaku	oracle
仮託	kataku	pretext
依託	itaku	dependence
御託	gotaku	tedious talk
諾否	dakuhi	consent or refusal
諾々	dakudaku	obediently
諾足	dakuasi	trot
受諾	zyudaku	acceptance
承諾	syoodaku	consent
許諾	kyodaku	consent
快諾	kaidaku	ready consent
応諾	oodaku	consent
内諾	naidaku	informal consent
認諾	nindaku	admission by a defendant of the justice of a plaintiff's case
即諾	sokudaku	ready consent
濁流	dakuryuu	muddy stream
濁点	dakuten	voiced consonant marks
濁音	dakuon	sonant
濁水	dakusui	muddy water
濁世	zyokuse	this corrupt or degenerate world
濁酒	nigorizake	unfiltered sake
濁声	dakusei	thick voice
汚濁	odaku	pollution
白濁	hakudaku	cloudiness
混濁	kondaku	turbidity
清濁	seidaku	good and evil
脱出	dassyutu	escape
脱却	dakkyaku	ridding oneself
脱税	datuzei	tax evasion
脱線	dassen	derailment
脱退	dattai	secession
脱落	daturaku	loss
脱皮	dappi	ecdysis
脱走	dassoo	desertion
脱帽	datuboo	removing one's hat
脱水	dassui	evaporation
脱毛	datumoo	hair removal
脱臼	dakkyuu	dislocation
脱会	dakkai	withdrawal
脱衣	datui	undressing
脱力	daturyoku	exhaustion
脱獄	datugoku	prison breaking
脱臭	dassyuu	deodorization
脱藩	dappan	becoming a lordless samurai
脱硫	daturyuu	desulfurization
脱字	datuzi	omitted word
脱穀	dakkoku	threshing
脱色	dassyoku	decolourization
脱党	dattoo	party
脱着	dattyaku	removing and installing
脱脂	dassi	removal of fat
脱兎	datto	dashing away
脱腸	dattyoo	abdominal hernia
脱営	datuei	desertion
脱俗	datuzoku	unworldliness
脱糞	dappun	a bowel movement
脱肛	dakkoo	anal prolapse
脱漏	daturoo	omission
脱疽	dasso	gangrene
離脱	ridatu	withdrawal
逸脱	itudatu	deviation
着脱	tyakudatu	attaching and detaching
虚脱	kyodatu	prostration
洒脱	syadatu	unconventional
解脱	gedatu	being liberated from earthly desires and the woes of man
沓脱	kutunugi	place where one can remove one's shoes before entering a house
剥脱	hakudatu	coming off
奪取	dassyu	usurpation
奪還	dakkan	recovery
奪回	dakkai	recovery
奪略	daturyaku	pillage
争奪	soodatu	struggle
略奪	ryakudatu	pillage
強奪	goodatu	pillage
収奪	syuudatu	plundering
剥奪	hakudatu	deprivation
簒奪	sandatu	usurpation
掠奪	ryakudatu	pillage
与奪	yodatu	giving and taking
棚田	tanada	terraced rice-fields
棚卸	tanaorosi	stock taking
本棚	hondana	bookshelves
書棚	syodana	bookshelf
戸棚	todana	cupboard
神棚	kamidana	household shrine
網棚	amidana	luggage rack
藤棚	huzidana	wisteria trellis
陸棚	rikudana	continental shelf
丹念	tannen	assiduity
丹精	tansei	working earnestly
丹田	tanden	point below the navel
丹前	tanzen	large padded kimono
丹青	tansei	red and blue
丹頂	tantyoo	red-crowned crane
丹心	tansin	sincerity
丹塗	ninuri	painting red
牡丹	botan	tree peony
仁丹	zintan	Jintan
雲丹	uni	sea urchin
旦那	danna	master
旦夕	tanseki	on the brink of
旦暮	tanbo	dawn and dusk
元旦	gantan	New Year's Day
月旦	gettan	first day of the month
文旦	buntan	shaddock
歳旦	saitan	New Year's Day
胆力	tanryoku	courage
胆汁	tanzyuu	bile
胆石	tanseki	gallstones
胆嚢	tannoo	gall bladder
大胆	daitan	bold
落胆	rakutan	discouragement
魂胆	kontan	soul
豪胆	gootan	boldness
肝胆	kantan	the liver and gall bladder
豪胆	gootan	boldness
心胆	sintan	heart
放胆	hootan	boldness
熊胆	kumanoi	bear's gall
剛胆	gootan	boldness
度胆	dogimo	guts
竜胆	rindoo	gentian
淡泊	tanpaku	light
淡水	tansui	fresh water
淡々	tantan	uninterested
淡彩	tansai	light colouring
淡色	tansyoku	light color
淡雪	awayuki	light snowfall
淡白	tanpaku	light
淡味	tanmi	light flavor
淡淡	tantan	uninterested
淡竹	hatiku	Henon bamboo
濃淡	nootan	light and shade
冷淡	reitan	coolness
恬淡	tentan	disinterest
冷淡	reitan	coolness
枯淡	kotan	elegant simplicity
枯淡	kotan	elegant simplicity
淡淡	tantan	uninterested
平淡	heitan	simple
嘆願	tangan	entreaty
嘆息	tansoku	sigh
嘆声	tansei	sigh
嘆賞	tansyoo	admiration
感嘆	kantan	admiration
驚嘆	kyootan	wonder
悲嘆	hitan	grief
慨嘆	gaitan	deploring
賛嘆	santan	praise
詠嘆	eitan	exclamation
長嘆	tyootan	deep sigh
愁嘆	syuutan	lamentation
賞嘆	syootan	laudation
端末	tanmatu	terminal
端的	tanteki	frank
端緒	tansyo	a clue
端正	tansei	handsome
端子	tansi	terminal
端々	hasibasi	odds and ends
端本	hahon	incomplete set of books
端午	tango	
端数	hasuu	fraction
端唄	hauta	short love song
端役	hayaku	minor role
端麗	tanrei	grace
端整	tansei	shapely
端座	tanza	sitting upright
端株	hakabu	odd lot
端倪	tangei	conjecturing
端山	hayama	foothill
端居	hasii	sitting on a veranda
端然	tanzen	upright
先端	sentan	pointed end
極端	kyokutan	extreme
発端	hottan	origin
右端	migihasi	right end
一端	ittan	one end
途端	totan	just
左端	hidarihasi	left end
末端	mattan	end
異端	itan	heresy
道端	mitibata	roadside
南端	nantan	southern tip
両端	ryootan	both ends
半端	hanpa	remnant
川端	kawabata	riverbank
北端	hokutan	northern extremity
途端	totan	just
西端	seitan	western edge
万端	bantan	all
戦端	sentan	opening of hostilities
極端	kyokutan	extreme
突端	toppana	tip of a headland
上端	zyootan	upper end
片端	katahasi	one edge
炉端	robata	fireside
下端	katan	lower end
年端	tosiha	age
軒端	nokiba	eaves
後端	kootan	end
目端	mehasi	quick wittedness
多端	tatan	many items
出端	deha	chance of going out
尖端	sentan	pointed end
前端	zentan	front end
筆端	hittan	tip of a brush or pen
終端	syuutan	terminus
木端	koppa	wood chip
始端	sitan	start edge
八端	hattan	twilled fabric
誕生	tanzyoo	birth
生誕	seitan	birth
降誕	kootan	birth
鍛錬	tanren	tempering
鍛冶	tanya	smithing
鍛造	tanzoo	forging
鍛鉄	tantetu	tempering iron
鍛練	tanren	tempering
弾道	dandoo	trajectory
弾圧	danatu	oppression
弾劾	dangai	impeachment
弾力	danryoku	elasticity
弾薬	danyaku	ammunition
弾頭	dantoo	warhead
弾丸	dangan	bullet
弾痕	dankon	bullet hole
弾性	dansei	elasticity
弾倉	dansoo	magazine
弾雨	danu	hail of bullets
弾幕	danmaku	barrage
弾琴	dankin	playing on the koto
弾奏	dansoo	performance
爆弾	bakudan	bomb
銃弾	zyuudan	bullet
砲弾	hoodan	shell
糾弾	kyuudan	blame
指弾	sidan	attack
着弾	tyakudan	impact
実弾	zitudan	live bullets
散弾	sandan	shot
被弾	hidan	being shot
防弾	boodan	bulletproof
凶弾	kyoodan	assassin's bullet
連弾	rendan	four handed performance
肉弾	nikudan	human bullet
榴弾	ryuudan	high-explosive projectile
兇弾	kyoodan	assassin's bullet
巨弾	kyodan	huge projectile
曲弾	kyokubiki	trick playing
装弾	soodan	loading
暖房	danboo	heating
暖冬	dantoo	mild winter
暖炉	danro	fireplace
暖流	danryuu	warm current
暖気	danki	warmth
暖色	dansyoku	warm colour
暖簾	noren	sign curtain hung at shop entrance
暖気	nonki	carefree
暖地	danti	warm district
温暖	ondan	warmth
寒暖	kandan	heat and cold
壇上	danzyoo	on a stage
教壇	kyoodan	platform
仏壇	butudan	altar
論壇	rondan	rostrum
歌壇	kadan	poetry circles
花壇	kadan	flower bed
祭壇	saidan	altar
文壇	bundan	literary world
俳壇	haidan	the world of the haiku
登壇	toodan	taking the podium
演壇	endan	rostrum
画壇	gadan	artists' world
詩壇	sidan	poetic circles
楽壇	gakudan	musical world
戒壇	kaidan	ordination platform
劇壇	gekidan	the stage
雛壇	hinadan	tiered doll stand
講壇	koodan	lecture platform
致死	tisi	lethal
致傷	tisyoo	inflicting injury
致命	timei	fatal
致仕	tisi	resignation
拉致	rati	taking captive
一致	itti	coincidence
招致	syooti	invitation
誘致	yuuti	attraction
送致	sooti	sending
合致	gatti	agreement
筆致	hitti	literary style
極致	kyokuti	culmination
風致	huuti	taste
引致	inti	arrest
雅致	gati	artistry
馴致	zyunti	taming
痴呆	tihoo	dementia
痴漢	tikan	masher
痴人	tizin	dunce
痴情	tizyoo	being struck mad by love
痴態	titai	foolishness
痴愚	tigu	imbecility
痴話	tiwa	lovers talk
愚痴	guti	idle complaint
音痴	onti	tone-deafness
白痴	hakuti	idiot
情痴	zyooti	being struck mad by love
稚魚	tigyo	fry
稚拙	tisetu	unskillful
稚児	tigo	page
稚気	tiki	childishness
幼稚	yooti	infancy
丁稚	detti	apprentice
逐条	tikuzyoo	point by point
逐語	tikugo	word-for-word
逐電	tikuden	flight
駆逐	kutiku	extermination
放逐	hootiku	expulsion
角逐	kakutiku	competition
蓄積	tikuseki	accumulation
蓄財	tikuzai	amassing of wealth
蓄電	tikuden	storage of electicity
備蓄	bitiku	emergency stores
貯蓄	tyotiku	savings
含蓄	gantiku	implication
蘊蓄	untiku	great erudition
秩序	tituzyo	order
窒息	tissoku	suffocation
窒素	tisso	nitrogen
嫡出	tyakusyutu	legitimate birth
嫡男	tyakunan	heir
嫡子	tyakusi	legitimate child
嫡流	tyakuryuu	lineage of eldest son
廃嫡	haityaku	disinheritance
沖合	okiai	coast
沖積	tyuuseki	alluvial
宇宙	utyuu	universe
忠実	tyuuzitu	faithful
忠誠	tyuusei	loyalty
忠告	tyuukoku	advice
忠臣	tyuusin	loyal retainer
忠信	tyuusin	faithfulness
忠義	tyuugi	loyalty
忠節	tyuusetu	loyalty
忠孝	tyuukoo	loyalty and filial piety
忠君	tyuukun	loyalty to one's ruler
忠勇	tyuuyuu	loyalty and bravery
忠勤	tyuukin	loyalty
忠言	tyuugen	advice
忠霊	tyuurei	the loyal dead
忠魂	tyuukon	loyalty
忠僕	tyuuboku	faithful servant
不忠	hutyuu	disloyalty
誠忠	seityuu	loyalty
不忠	hutyuu	disloyalty
抽選	tyuusen	lottery
抽出	tyuusyutu	extraction
抽象	tyuusyoo	abstract
抽斗	hikidasi	drawer
抽籤	tyuusen	lottery
衷心	tyuusin	innermost feelings
衷情	tyuuzyoo	true heart
折衷	settyuu	compromise
苦衷	kutyuu	distress
鋳造	tyuuzoo	casting
鋳物	imono	cast metal
鋳型	igata	mold
鋳鉄	tyuutetu	cast iron
鋳金	tyuukin	casting
鋳掛	ikake	tinkering
改鋳	kaityuu	reminting
丁寧	teinei	polite
丁目	tyoome	district of a town
丁重	teityoo	polite
丁寧	teinei	polite
丁稚	detti	apprentice
丁字	teizi	"letter ""T"""
丁半	tyoohan	odd and even numbers
丁重	teityoo	polite
丁子	tyoozi	clove
丁丁	tyootyoo	clashing of swords
丁数	tyoosuu	number of pages
丁年	teinen	adulthood
包丁	hootyoo	kitchen knife
装丁	sootei	binding
横丁	yokotyoo	bystreet
一丁	ittyoo	one sheet
符丁	hutyoo	mark
八丁	hattyoo	skillfulness
乱丁	rantyoo	pages out of order
馬丁	batei	stable boy
落丁	rakutyoo	missing pages
丁丁	tyootyoo	clashing of swords
園丁	entei	gardener
庖丁	hootyoo	kitchen knife
壮丁	sootei	youth
弔問	tyoomon	condolence call
弔意	tyooi	condolence
弔辞	tyoozi	message of condolence
弔慰	tyooi	condolence
弔電	tyooden	telegram of condolence
弔鐘	tyoosyoo	funeral bell
弔詞	tyoosi	message of condolence
弔旗	tyooki	flag at half-mast
弔歌	tyooka	elegy
弔文	tyoobun	funeral address
弔砲	tyoohoo	artillery funeral salute
慶弔	keityoo	congratulations and condolences
追弔	tuityoo	mourning
挑戦	tyoosen	challenge
挑発	tyoohatu	provocation
帳簿	tyoobo	account book
帳尻	tyooziri	closing part of a balance sheet
帳面	tyoomen	note book
帳票	tyoohyoo	report
帳場	tyooba	reception
帳元	tyoomoto	manager
手帳	tetyoo	notebook
台帳	daityoo	account book
記帳	kityoo	registry
蚊帳	kaya	mosquito net
開帳	kaityoo	unveiling a Buddhist image
宿帳	yadotyoo	hotel register
緞帳	dontyoo	thick curtain
元帳	mototyoo	ledger
画帳	gatyoo	picture album
几帳	kityoo	screen
紋帳	montyoo	family crest register
張力	tyooryoku	tension
張子	hariko	papier mache
張店	harimise	displaying prostitutes behind a grille
張番	hariban	lookout
主張	syutyoo	claim
緊張	kintyoo	tension
出張	syuttyoo	official tour
拡張	kakutyoo	expansion
膨張	bootyoo	expansion
誇張	kotyoo	exaggeration
伸張	sintyoo	expansion
縄張	nawabari	roping off
弓張	yumihari	stringing a bow
怒張	dotyoo	overswelling
目張	mebaru	black rockfish
乙張	merihari	modulation
彫刻	tyookoku	carving
彫像	tyoozoo	sculpture
彫金	tyookin	metal carving
彫塑	tyooso	carving
彫琢	tyootaku	carving and polishing
彫物	horimono	carving
彫工	tyookoo	carver
浮彫	ukibori	relief
眺望	tyooboo	prospect
釣魚	tyoogyo	fishing
釣果	tyooka	a hooked fish
釣具	turigu	fishing gear
釣瓶	turube	well bucket
釣船	turibune	fishing boat
釣堀	turibori	fish pond
釣竿	turizao	fishing rod
釣鐘	turigane	hanging bell
釣針	turibari	fish hook
釣糸	turiito	fishing line
釣銭	turisen	change
友釣	tomozuri	live decoy fishing
魚釣	sakanaturi	fishing
陸釣	okazuri	fishing from land
腸管	tyookan	digestive tract
腸満	tyooman	bloating of the abdominal region
大腸	daityoo	large intestine
胃腸	ityoo	stomach
小腸	syootyoo	small intestine
直腸	tyokutyoo	rectum
断腸	dantyoo	heartbreak
結腸	kettyoo	colon
盲腸	mootyoo	appendix
回腸	kaityoo	ileum
浣腸	kantyoo	enema
脱腸	dattyoo	abdominal hernia
鼓腸	kotyoo	flatulence
灌腸	kantyoo	enema
跳馬	tyooba	long horse
跳躍	tyooyaku	jump
跳梁	tyooryoo	jumping about
跳箱	tobibako	vaulting horse
徴収	tyoosyuu	collection
徴兵	tyoohei	conscription
徴用	tyooyoo	drafting
徴税	tyoozei	tax collection
徴候	tyookoo	sign
徴集	tyoosyuu	levying
徴発	tyoohatu	requisition
徴募	tyoobo	enlistment
特徴	tokutyoo	feature
象徴	syootyoo	symbol
追徴	tuityoo	supplementary charge
性徴	seityoo	sexual characteristics
表徴	hyootyoo	appearing on the surface
明徴	meityoo	clarification
増徴	zootyoo	collection of additional taxes
潮流	tyooryuu	tide
潮目	siome	junction line between two sea currents
潮時	siodoki	tidal hour
潮位	tyooi	tide level
潮風	siokaze	salty sea breeze
潮騒	siosai	sea roar
潮汐	tyooseki	tide
潮汁	usioziru	thin soup of fish or shellfish boiled in seawater
潮水	siomizu	seawater
潮路	siozi	a tideway
潮干	siohi	low tide
潮間	sioma	ebb tide
潮煮	usioni	fish, shellfish, etc. boiled in salted water
潮解	tyookai	deliquescence
風潮	huutyoo	tide
思潮	sityoo	trend of thought
黒潮	kurosio	Japan Current
退潮	taityoo	ebb tide
紅潮	kootyoo	flush
高潮	kootyoo	high tide
赤潮	akasio	red tide
満潮	mantyoo	high tide
大潮	oosio	spring tide
防潮	bootyoo	protection against the tide
干潮	kantyoo	low tide
初潮	syotyoo	first menstruation
親潮	oyasio	the Kurile Current
血潮	tisio	blood spilt from the body
渦潮	uzusio	whirling tides
逆潮	gyakutyoo	weather tide
主潮	syutyoo	main current
小潮	kosio	neap tide
澄明	tyoomei	clear and bright
清澄	seityoo	clear
清澄	seityoo	clear
聴取	tyoosyu	listening
聴衆	tyoosyuu	audience
聴覚	tyookaku	the sense of hearing
聴聞	tyoomon	listening
聴講	tyookoo	lecture attendance
聴力	tyooryoku	hearing ability
聴診	tyoosin	auscultation
聴音	tyooon	hearing
聴許	tyookyo	permission
聴視	tyoosi	listening and watching
聴従	tyoozyuu	following advice
視聴	sityoo	looking and listening
公聴	kootyoo	public consultation
傍聴	bootyoo	hearing
盗聴	tootyoo	interception
難聴	nantyoo	deafness
傾聴	keityoo	listening closely
幻聴	gentyoo	auditory hallucination
吹聴	huityoo	making public
拝聴	haityoo	listening respectfully
試聴	sityoo	trial listening
一聴	ittyoo	listening to once
必聴	hittyoo	must-listen
可聴	katyoo	audible
静聴	seityoo	listening quietly
謹聴	kintyoo	listening attentively
清聴	seityoo	attention
来聴	raityoo	attendance
懲役	tyooeki	penal servitude
懲戒	tyookai	discipline
懲罰	tyoobatu	discipline
膺懲	yootyoo	punishment
勅語	tyokugo	imperial rescript
勅使	tyokusi	imperial envoy
勅撰	tyokusen	compilation for the emperor
勅命	tyokumei	imperial command
勅書	tyokusyo	imperial rescript
勅許	tyokkyo	imperial sanction
勅願	tyokugan	imperial prayer
勅額	tyokugaku	imperial scroll
勅旨	tyokusi	imperial order
詔勅	syootyoku	imperial edict
陳述	tinzyutu	statement
陳謝	tinsya	apology
陳情	tinzyoo	petition
陳列	tinretu	exhibition
陳腐	tinpu	stale
開陳	kaitin	stating
出陳	syuttin	to an exhibition
賃金	tingin	wages
賃貸	tintai	lease
賃料	tinryoo	rent
賃借	tinsyaku	hiring
賃銭	tinsen	wages
運賃	untin	fare
家賃	yatin	rent
工賃	kootin	wages
無賃	mutin	charge-free
労賃	rootin	wages
駄賃	datin	reward
船賃	hunatin	passage
宿賃	yadotin	hotel charges
店賃	tanatin	house rent
貸賃	kasitin	rent
鎮圧	tinatu	suppression
鎮静	tinsei	calm
鎮魂	tinkon	repose of souls
鎮火	tinka	extinguishing
鎮痛	tintuu	pain relief
鎮守	tinzyu	local Shinto deity
鎮座	tinza	enshrinement
鎮護	tingo	guarding
鎮子	tinsi	ornamental weights used to keep curtains and the like from blowing around in the wind
鎮台	tindai	garrison
鎮定	tintei	suppression
鎮撫	tinbu	pacification
重鎮	zyuutin	leader
文鎮	buntin	paperweight
椎茸	siitake	shiitake mushroom
椎骨	tuikotu	vertebra
脊椎	sekitui	spine
腰椎	yootui	lumbar vertebra
胸椎	kyootui	thoracic vertebra
頚椎	keitui	cervical vertebrae
墜落	tuiraku	falling
