一部	itibu	one part
名乗	nanori	giving one's name
名数	meisuu	number of people
名論	meiron	excellent opinion
名親	naoya	godparent
名題	nadai	chief actor
指名	simei	name
氏名	simei	full name
署名	syomei	signature
有名	yuumei	famous
本名	honmyoo	real name
匿名	tokumei	anonymity
著名	tyomei	well-known
実名	zitumei	real name
命名	meimei	naming
社名	syamei	name of company
無名	mumei	unsigned
仮名	kamei	alias
地名	timei	place name
除名	zyomei	expulsion
題名	daimei	title
同名	doomei	same name
異名	imyoo	another name
病名	byoomei	name of a disease
大名	daimyoo	daimyo
国名	kokumei	country name
連名	renmei	joint signature
改名	kaimei	name change
偽名	gimei	alias
汚名	omei	stigma
人名	zinmei	person's name
別名	betumei	alias
書名	syomei	book title
店名	tenmei	store name
功名	koomyoo	great achievement
党名	toomei	political party name
記名	kimei	signature
芸名	geimei	stage name
罪名	zaimei	name of a crime
高名	koomyoo	fame
悪名	akumei	bad reputation
駅名	ekimei	station name
学名	gakumei	technical name
姓名	seimei	full name
曲名	kyokumei	song title
和名	wamyoo	Japanese name
件名	kenmei	term
筆名	hitumei	alias
美名	bimei	good name
旧名	kyuumei	former name
売名	baimei	self-advertisement
品名	hinmei	name of product
家名	kamei	family name
職名	syokumei	official title
役名	yakumei	official title
幼名	yoomyoo	childhood name
宛名	atena	name
浮名	ukina	rumour
法名	hoomyoo	Buddhist name
知名	timei	well-known
英名	eimei	fame
御名	gyomei	name of the emperor
真名	mana	kanji
俗名	zokumyoo	common name
勇名	yuumei	fame
芳名	hoomei	good name
文名	bunmei	literary fame
渾名	adana	nickname
小名	syoomyoo	minor feudal lord
仇名	adana	nickname
変名	henmei	assumed name
下名	kamei	undermentioned
虚名	kyomei	false reputation
盛名	seimei	reputation
賊名	zokumei	"the name of ""rebel"""
武名	bumei	military fame
尊名	sonmei	your name
友人	yuuzin	friend
友達	tomodati	friend
友好	yuukoo	friendship
友情	yuuzyoo	friendship
友愛	yuuai	fraternity
友誼	yuugi	friendship
友軍	yuugun	friendly troops
友邦	yuuhoo	friendly nation
友釣	tomozuri	live decoy fishing
友垣	tomogaki	friend
親友	sinyuu	close friend
盟友	meiyuu	sworn friend
交友	kooyuu	friend
級友	kyuuyuu	classmate
戦友	senyuu	comrade in arms
旧友	kyuuyuu	crony
校友	kooyuu	schoolmate
学友	gakuyuu	school friend
朋友	hooyuu	friend
社友	syayuu	colleague
僚友	ryooyuu	colleague
悪友	akuyuu	undesirable friend
知友	tiyuu	friend
師友	siyuu	master and friends
益友	ekiyuu	good friend
良友	ryooyuu	good friend
来年	rainen	next year
来日	rainiti	arrival in Japan
来月	raigetu	next month
来季	raiki	next semester
来春	raisyun	next spring
来週	raisyuu	next week
来場	raizyoo	attendance
来夏	raika	next summer
来店	raiten	coming to the store
来訪	raihoo	visit
来客	raikyaku	visitor
来秋	raisyuu	next autumn
来賓	raihin	guest
来期	raiki	next term
来航	raikoo	arrival of ships
来襲	raisyuu	raid
来社	raisya	visit to a company
来歴	raireki	history
来世	raise	the next world
来校	raikoo	school visit
来援	raien	assistance
来演	raien	coming to perform
来遊	raiyuu	visit
来朝	raityoo	arriving in Japan
来会	raikai	attendance
来診	raisin	doctor's visit
来意	raii	purpose of a visit
来談	raidan	interview
来者	raisya	visitor
来臨	rairin	attendance
来観	raikan	inspection visit
来集	raisyuu	coming together
来書	raisyo	letter received
来聴	raityoo	attendance
以来	irai	since
将来	syoorai	future
従来	zyuurai	up to now
本来	honrai	originally
未来	mirai	the future
外来	gairai	foreign
由来	yurai	origin
出来	deki	workmanship
到来	toorai	arrival
往来	oorai	coming and going
在来	zairai	pre-existing
飛来	hirai	come flying
年来	nenrai	for some years
古来	korai	from time immemorial
旧来	kyuurai	traditional
再来	sairai	return
襲来	syuurai	invasion
伝来	denrai	ancestral
入来	nyuurai	august visit
渡来	torai	visit
生来	seirai	naturally
旧来	kyuurai	traditional
家来	kerai	retainer
去来	kyorai	coming and going
天来	tenrai	heavenly
朝来	tyoorai	ever since morning
舶来	hakurai	imported
年来	nenrai	for some years
招来	syoorai	invitation
如来	nyorai	Tathagata
近来	kinrai	recently
夜来	yarai	overnight
新来	sinrai	newcomer
帰来	kirai	returning
光来	koorai	your visit
行来	ikiki	coming and going
六月	rokugatu	June
六道	rokudoo	the six realms
六根	rokkon	six sense organs
六朝	rikutyoo	Six Dynasties
六法	roppoo	six law codes
六方	roppoo	the six directions
六部	rokubu	six copies
六合	rikugoo	the universe
双六	sugoroku	sugoroku
甚六	zinroku	dunce
宿六	yadoroku	husband
話題	wadai	topic
話術	wazyutu	art of conversation
話芸	wagei	storytelling
話法	wahoo	narration
話者	wasya	speaker
話柄	wahei	topic
電話	denwa	telephone call
対話	taiwa	dialogue
会話	kaiwa	conversation
談話	danwa	a talk
世話	sewa	looking after
通話	tuuwa	telephone call
神話	sinwa	myth
童話	doowa	fairy-tale
手話	syuwa	sign language
逸話	ituwa	anecdote
昔話	mukasibanasi	folklore
懇話	konwa	chat
実話	zituwa	true story
秘話	hiwa	secret story
民話	minwa	folklore
寓話	guuwa	fable
裏話	urabanasi	inside story
講話	koowa	lecture
説話	setuwa	tale
挿話	soowa	episode
法話	hoowa	Buddhist sermon
小話	kobanasi	anecdote
夜話	yawa	night chat
茶話	tyawa	a chat over tea
長話	nagabanasi	long talk
訓話	kunwa	exemplum
発話	hatuwa	utterance
悲話	hiwa	sad or tragic story
謹話	kinwa	respectful comments
笑話	syoowa	amusing story
哀話	aiwa	sad story
佳話	kawa	good story
閑話	kanwa	quiet conversation
白話	hakuwa	colloquial Chinese
雑話	zatuwa	chitchat
受話	zyuwa	reception
送話	soowa	transmission
官話	kanwa	Mandarin
痴話	tiwa	lovers talk
直話	zikiwa	one's own account
